id	jobPlace	name	company	salary	education	jobRequirement	jobExperience
694	广州-黄埔区	数据工程师	广州群志科技股份有限公司	1.5万-3万	本科	Oracle 数据分析 MySQL SQL 	1-3年
695	广州-黄埔区	数据模型师	上海吉贝克信息技术有限公司	1.2万-2万	本科	模型设计 数据仓库 数据建模 	3-5年
696	广州	零售银行数据科学家助理副总裁	汇丰环球	2.5万-5万	本科	AI 自然语言 机器学习算法 	5-10年
697	广州-天河区	大数据咨询顾问	广东电信规划设计院	6千-1万	本科	数据分析 数据治理 大数据平台 大数据分析 	1-3年
698	广州-越秀区	数据产品经理	深圳市协卓软件有限公司	1.5万-2万	大专	SQL 数据建模 数据采集 需求分析 	3-5年
699	广州-番禺区	数据处理工程师	广州和时通电子科技有限公司	8千-1万	本科	掌握R、PYTHON 	1-3年
700	广州	IT数据通信咨询设计师（广东移动设计院）	广东省人才市场	1.5万-2万	本科	数据分析 	3-5年
701	广州-番禺区	经营分析师	广东好太太科技集团股份有限公司	8千-1.2万	大专	数据分析 金融 经营分析 	1-3年
702	广州-天河区	BI交付顾问（广东区）	浪潮集团	1万-2万	本科	数据分析 BI 数据清洗 数据挖掘 SQL 数据仓库 	1-3年
703	广州-越秀区	业务统计岗	中信保诚人寿保险有限公司广东省分公司	6千-9千	本科	数据分析 	5-10年
704	广州-天河区	业务策略运营主管	贝壳找房	1万-1.5万	本科	Tableau 数据分析 SQL Python 	3-5年
705	广州-花都区	车辆残值分析员	广州诚易二手车经纪服务有限公司	8千-1万	大专	数据分析 需求分析 	3-5年
706	广州	Manager - Data Analysis - Risk Assurance - GZ/SZ	普华永道中天会计师事务所(特殊普通合伙)北京分所	面议	本科	SAP 	5-10年
707	杭州	数据分析师	杭州哈督普数据技术有限公司	1万-1.5万	本科	Hadoop Pandas 数据挖掘 数据分析 数据建模 大数据分析 Hive Python 	1-3年
708	杭州-江干区	数据分析师	思特奇	1万-1.6万	学历不限	数据分析 数据建模 数据挖掘 大数据分析 模型设计 R语言 MySQL 数据仓库 	无经验
709	杭州-滨江区	亚马逊数据分析师	杭州福驻科技有限公司	1.5万-3万	本科	数据分析 SPSS SQL MySQL Python Matplotlib 	1-3年
710	杭州-西湖区	数据分析师	北京嘀嘀无限科技发展有限公司	3万-5万	本科	数据分析 Python SQL R语言 	5-10年
711	杭州	数据分析师	杭州行致盛房地产服务集团有限公司	1.5万-2万	本科	数据分析 数据挖掘 Power BI Tableau BI 	3-5年
712	杭州-江干区	数据分析师	温州市鹿城区中津先进科技研究院	6千-1万	硕士	Python 数据采集 数据建模 	1-3年
713	杭州	资深数据分析师(J210322055)	北京嘀嘀无限科技发展有限公司	2万-3万	本科		3-5年
714	杭州	数据分析师助理	深圳市煜琳科技有限公司	6千-8千	大专	Tableau 数据分析 数据挖掘 Python 数据清洗 BI 	1-3年
715	杭州-西湖区	数据分析师	杭州灭神网络科技有限公司	4千-7千	大专	数据分析 	无经验
716	杭州-西湖区	数据分析师	杭州助创网络科技有限公司	5千-1万	大专	数据分析 	1-3年
717	杭州	数据分析师	杭州盈达电子商务有限公司	7千-1.2万	大专	数据分析 商业分析 行业分析 	不限
718	杭州-拱墅区	数据分析师	酷家乐	2万-3万	本科	Hive SQL 	3-5年
719	杭州	数据分析师	杭州壹丈科技有限公司	5千-1万	本科	数据分析 环境工程 环境科学 环保 	不限
720	杭州-萧山区	数据分析师-实习岗	杭州培慕科技有限公司	3千-6千	本科	数据采集 数据清洗 	无经验
721	杭州	数据分析师	 湃沃科技股份有限公司 	8千-1万	大专	数据分析 数据运营 电商数据分析 	1-3年
722	杭州	数据分析师	杭州早鲜一步食品科技有限公司	1万-1.5万	大专	数据分析 大数据分析 Python 深度学习 需求分析 爬虫 	3-5年
723	杭州-江干区	数据分析师	九阳	面议	本科	数据分析 数据挖掘 BI 商业分析 大数据平台 数据中台 数据建模 行业分析 	1-3年
724	杭州-西湖区	数据分析师	浙江外企德科人力资源服务有限公司	6千-8千	大专	Python SQL 数据分析 Hive 	不限
725	杭州	数据分析师	杭州下城区新航道专修学校	6千-8千	本科	Tableau Python 数据分析 Power BI SQL 	不限
726	杭州	数据分析师	中科金审	1万-1.5万	本科	数据采集 数据建模 数据挖掘 	1-3年
727	杭州-滨江区	数据分析师	迈微(浙江)控股有限公司	7千-8千	本科	Python BI 数据分析 excel 	1年以下
728	杭州-余杭区	数据分析师（业务分析方向）	微脉	1.5万-3万	本科	SQL 数据分析 数据监控 	3-5年
729	杭州-余杭区	高级数据分析师	太原华汉兴业科技发展有限公司	1.5万-3万	本科	数据建模 	1-3年
730	杭州-余杭区	高级数据分析师	北京磐基讯析技术有限公司	2万-3万	本科	数据分析 金融 运营分析 建模 	3-5年
731	杭州	数据分析师	传化物流	6千-8千	大专	数据分析 	1-3年
732	杭州-滨江区	数据分析师	杭州勒芒科技有限公司	8千-1万	学历不限	Python 	3-5年
733	杭州	数据分析师	浙江外服人力资源服务有限公司杭州分公司	1.5万-3万	本科	数据挖掘 数据采集 	3-5年
734	杭州-滨江区	数据分析师/电商数据专员	浙江炊大王炊具有限公司	6千-1万	大专	数据挖掘 SQL Python R语言 行业分析 电商数据分析 	1-3年
735	杭州-余杭区	数据分析师	智云健康	1.5万-2万	本科	Python SQL 需求分析 数据挖掘 	5-10年
736	杭州-余杭区	数据分析师（杭州）	浙江怡联网络科技股份有限公司	5千-8千	本科	数据清洗 MySQL 数据分析 数据挖掘 	1-3年
737	杭州-江干区	高级数据分析师	中软国际	面议	本科	数据分析 数据挖掘 	3-5年
738	杭州-余杭区	资深数据分析师	智云健康	1.5万-2万	本科	SQL Python 数据分析 	3-5年
739	杭州-拱墅区	数据分析师	杭州慧景科技股份有限公司	8千-1.5万	本科	数据分析 数据挖掘 SQL MySQL Hadoop 大数据分析 Hive 	1-3年
740	杭州	AliExpress-行业数据分析师（时尚行业）-杭州	阿里巴巴集团	面议	本科		无经验
741	杭州-余杭区	数据分析师	天狮集团	面议	本科	数据分析 	3-5年
742	杭州	数据分析师	杭州当贝网络科技有限公司	9千-1.4万	大专	Tableau 数据分析 BI MySQL 商业数据分析 	3-5年
743	杭州-下城区	高级数据分析师	常州安科电子商务有限公司	1.5万-2.5万	本科	数据分析 商业分析 数据监控 行业分析 	3-5年
744	杭州	数据分析师（总行信息开发部）(J11263)	浙江泰隆商业银行	1万-1.5万	本科	Python SQL SPSS SAS 决策树 聚类 MySQL 	1-3年
745	杭州	商业智能部-数据分析师-杭州	阿里巴巴集团	面议	本科		无经验
746	杭州-余杭区	商业数据分析师	智联RPO	面议	大专	商业分析 数据挖掘 电商 数据银行 推广优化 	1-3年
747	杭州-江干区	数据分析师（电商方向）	杭州春客网络科技有限公司	8千-1.2万	本科	统计学 数据分析 销售业务数据 MySQL Python 电商数据 	3-5年
748	杭州-萧山区	数据分析师	客享科技(深圳)有限公司	6千-8千	大专	人工智能 自然语言处理 深度学习 机器学习 算法 	1年以下
749	杭州-萧山区	数据分析师	杭州培慕科技有限公司	6千-1.2万	本科	数据分析 	1-3年
750	杭州-江干区	数据分析师	杭州春客网络科技有限公司	7千-1.3万	大专	Python MySQL SQL Server Oracle 	1-3年
751	杭州-江干区	数据分析师	浪潮集团	1万-1.5万	大专	数据分析 数据架构 	3-5年
752	杭州-拱墅区	数据分析师	上海河广信息科技有限公司	7千-1.2万	大专	MySQL Oracle 	1-3年
753	杭州	数据分析师	明康汇生态农业集团有限公司	4千-6千	本科	数据分析 销售分析 商业报告 	1年以下
754	杭州	抖音电商 - 数据分析师（平台治理方向）	北京字节跳动科技有限公司	2万-4万	本科		不限
755	杭州-西湖区	高级数据分析师-产研方向	有赞	2.5万-4万	本科	数据分析 BI 行业分析 需求分析 产品分析 	5-10年
756	杭州	数据分析师	浪潮集团	6千-8千	本科	行业数据分析 	1-3年
757	杭州	资深数据分析师03-06-153	杭州大搜车汽车服务有限公司（二手车生态发展工作组）	1.2万-2.2万	本科	数据挖掘 需求分析 商业分析 	3-5年
758	杭州	集团法务线-法务数据分析师-杭州	阿里巴巴集团	面议	本科		无经验
759	杭州	抖音电商 - 数据分析师（体验与服务）	北京字节跳动科技有限公司	2万-4万	本科		不限
760	杭州-滨江区	高级数据分析师	海康威视	1.5万-2.5万	本科		3-5年
761	杭州	数据分析师（项目经理）	杭州核新软件技术有限公司	1万-2万	本科		3-5年
762	杭州	需求分析师/数据模型师	长亮科技	1万-2万	本科	oracle数据库 	3-5年
763	杭州	数据分析师-供应链	北京字节跳动科技有限公司	3万-6万	本科		不限
764	杭州-滨江区	高级数据运营分析师	海康威视	1.5万-2.5万	本科		5-10年
765	杭州	数据分析师	亚信科技(中国)有限公司	1.5万-2万	本科	数据分析 数据挖掘 Python 	3-5年
766	杭州	数据分析助理+双休+包吃住	绍兴市艾希文化发展有限公司	6千-8千	大专	数据 	不限
767	杭州	ICBU-国际贸易事业部-用户数据分析师	阿里巴巴集团	面议	本科		无经验
768	杭州-滨江区	数据分析师	杭州有才信息技术有限公司	3千-5千	本科	数据分析 	无经验
769	杭州-江干区	数据分析师	缦图摄影	2.5万-3.5万	本科	Python SPSS SQL Hive 数据建模 Spark R语言 MySQL 	3-5年
770	杭州	数据分析助理	深圳市凯晟杰贸易有限公司	6千-8千	大专	Tableau 数据分析 数据挖掘 Python 数据清洗 	1-3年
771	杭州-滨江区	数据分析师	明康汇生态农业集团有限公司	1万-1.5万	本科	数据分析 数据架构 	1-3年
772	杭州	抖音电商 - 数据分析师（产品分析方向）	北京字节跳动科技有限公司	2万-4万	本科		不限
773	杭州-余杭区	数据分析师（应届生）	智云健康	8千-1万	本科	数据分析 数据挖掘 Python SQL 	1年以下
774	杭州	数据分析师	杭州御湘湖健康产业管理有限公司	5千-7千	大专	python爬虫 	1年以下
775	杭州-江干区	德邦快递【杭州 数据分析员】	德邦物流	5千-9千	本科	数据挖掘 数据分析 数据仓库 大数据分析 决策树 机器学习 	1年以下
776	杭州	AliExpress-行业数据分析师-杭州	阿里巴巴集团	面议	本科		无经验
777	杭州	高级数据分析师-Data	北京字节跳动科技有限公司	2万-4万	本科		3-5年
778	杭州-萧山区	数据分析专员 奖金 全勤奖	中燕融兴(浙江)控股有限公司	6千-8千	大专	数据分析 	不限
779	杭州	商业数据分析	杭州恩赞企业管理咨询有限公司	5千-7千	本科	数据采集 数据挖掘 行业分析 	不限
780	杭州	运营分析师	上海占方信息科技有限公司	8千-1万	大专	机器学习 数据采集 数据挖掘 	不限
781	杭州-江干区	数据处理专员 餐补 年终奖金	杭州陌晨投资管理有限公司	6千-8千	大专	数据分析 	不限
782	杭州-滨江区	数据分析专员	宇视科技	8千-1万	本科	数据建模 数据采集 	无经验
783	杭州-西湖区	资深数据分析	浙江深大智能科技有限公司	1万-2万	本科	数据分析 	3-5年
784	杭州-西湖区	YP数据专员（周末双休、五险一金）	北京易速聘人力资源有限公司	5.5千-7.5千	本科	数据分析 	1-3年
785	杭州-萧山区	统计分析岗	浙江杰特供应链有限公司	4千-6千	大专	数据分析 大数据分析 数据挖掘 	1年以下
786	杭州	阿里集团(AliExpress)-商业数据分析-西法团队	阿里巴巴集团	面议	本科		无经验
787	杭州-余杭区	职位分析师	杭州提莫商务服务有限公司	4千-6千	大专	数据分析 数据挖掘 数据清洗 大数据分析 数据仓库 数据建模 数据采集 大数据平台 	不限
788	杭州-拱墅区	职位分析师	杭州陌晨投资管理有限公司	4千-6千	大专	数据分析 数据挖掘 数据清洗 大数据分析 数据治理 商业数据分析 	不限
789	杭州	统计分析师	国新健康保障服务集团股份有限公司北京分公司	6千-1万	大专	SQL SAS 	1-3年
790	杭州-西湖区	销售支持管培生（偏数据分析）	杭州黑云杉企业管理咨询有限公司	3千-4千	本科	数据分析 客户管理 	不限
791	杭州	天猫消费电子-数据分析专家-杭州	阿里巴巴集团	面议	本科		无经验
792	杭州-江干区	大数据开发工程师	浙江杰特供应链有限公司	1万-1.5万	大专	Python SQL 大数据分析 Oracle 	1-3年
793	杭州	数据分析助理	 湃沃科技股份有限公司 	4千-6千	大专	数据分析 数据监控 	1-3年
794	杭州-西湖区	菜鸟-数据分析（五险一金/双休）	中软国际	面议	大专	数据分析 精通SQL Python POWERPOINT 	1-3年
795	杭州-滨江区	数据分析	软通动力信息技术(集团)股份有限公司	1万-1.5万	本科	Hadoop Spark Python NLP 机器学习 网络爬虫 	1-3年
796	杭州	菜鸟网络-数据分析-杭州	阿里巴巴集团	面议	本科		无经验
797	杭州	数据文员 餐补 不加班	杭州盛科科技有限公司	4千-8千	大专	数据分析 需求分析 	无经验
798	杭州-余杭区	电商数据分析专员	双枪科技股份有限公司	9千-1.4万	本科	数据分析 大数据平台 	1-3年
799	杭州-余杭区	数据分析（应届生）	智云健康	8千-1万	本科	数据分析 	无经验
